ID,precio estimado,precio_venta,fecha,autor,casa subasta,tipo,tecnica,dimensiones,precio estimado dolares,precio venta dolares
1638,"50 - 1,000 usd",175 usd,"aug 12, 2019",wilson bigaud,clarke auction,unreserved online-only fine art auction,oil on board,35 x 24in,1000.0,175.0
1639,"40,000 - 60,000 mxn","35,000 mxn*","aug 08, 2019",roberto montenegro,"morton auctions, monte athos",arte moderno y contemporaneo,oil on canvas,40 x 60 cm,3000.0,1750.0
1640,"200,000 - 300,000 mxn","260,000 mxn*","aug 08, 2019",carlos orozco romero,"morton auctions, monte athos",arte moderno y contemporaneo,oil on canvas,100 x 80 cm,15000.0,13000.0
1641,200 - 300 usd,45 usd,"jul 27, 2019 - jul 28, 2019",benito ramos catalan,bunte auction services,"fine arts, antiques & collectibles",oil on canvas,"29 1/2"" x 37 1/2""",300.0,45.0
1642,"45,000 usd","55,000 usd*","jul 03, 2019",guillermo kuitca,roldan auctions,"classical, modern and contemporary painting and sculpture.",acrylic on canvas,119 x 88 cm,45000.0,55000.0
1643,"4,500 usd","4,600 usd*","jul 03, 2019",ignacio iturria,roldan auctions,"classical, modern and contemporary painting and sculpture.",oil on canvas,100 x 80 cm,4500.0,4600.0
1644,"2,000 - 2,000 usd","2,300 usd*","jun 08, 2019",eduardo kingman,stair galleries,"20th century, modern & contemporary fine art",oil on masonite,26 x 18 1/2 in,2000.0,2300.0
1645,"65,000 - 75,000 eur","62,000 eur","jun 05, 2019",julio larraz,"cambi auction house, milan",modern and contemporary art | second part,oil on canvas,185 x 153 cm.,72750.0,60140.0
1646,"25,000 eur","30,000 eur","may 30, 2019",oswaldo guayasamin,duran art & auctions,auction 569,oil on canvas,73 x 100 cm,24250.0,29100.0
1647,"35,000 - 50,000 mxn","28,000 mxn*","may 30, 2019",horacio renteria rocha,"morton auctions, monte athos",antiques - auction 917,oil on canvas,64 x 50 cm,2500.0,1400.0
1648,"15,000 - 20,000 usd","17,500 usd","may 29, 2019",angel botello,christie's online,latin american art online,oil on wood,48 x 36 in. (122 x 91 cm.),20000.0,17500.0
1649,"6,000 - 8,000 usd","4,375 usd","may 29, 2019",horacio renteria rocha,christie's online,latin american art online,oil on canvas,23½ x 17a in. (60 x 44.8 cm.),8000.0,4375.0
1650,"8,000 - 12,000 usd","25,000 usd","may 29, 2019",eduardo kingman,christie's online,latin american art online,oil on canvas,38¾ x 31 in. (98 x 79 cm.),12000.0,25000.0
1651,"60,000 - 80,000 usd","62,500 usd","may 23, 2019",ana mercedes hoyos,christie's new york,latin american art,oil on canvas,47 ¼ x 47 ¼ in. (120 x 120 cm.),80000.0,62500.0
1652,"15,000 - 20,000 usd","18,750 usd","may 23, 2019",angel botello,christie's new york,latin american art,oil on masonite,31 x 25 in. (79 x 64 cm.),20000.0,18750.0
1653,"50,000 - 70,000 usd","81,250 usd","may 23, 2019",alejandro obregon,christie's new york,latin american art,oil on canvas,31 x 36 ½ in. (78.7 x 992.7 cm.),70000.0,81250.0
1654,"100,000 - 150,000 usd","350,000 usd","may 23, 2019",carlos alfonzo,christie's new york,latin american art,oil on canvas,56 3/8 x 80 7/8 in. (143.2 x 205.4 cm.) each56...,150000.0,350000.0
1655,"180,000 - 220,000 usd","75,000 usd","may 23, 2019",jose clemente orozco,christie's new york,latin american art,oil on canvas,24 7/8 x 33 7/8 in. (63 x 85.9 cm.),220000.0,75000.0
1656,"80,000 - 120,000 usd","100,000 usd","may 23, 2019",ricardo martinez de hoyos,christie's new york,latin american art,oil on canvas,82 ½ x 68 ½ in (209.6 x 174 cm.),120000.0,100000.0
1657,"30,000 - 50,000 usd","42,500 usd","may 23, 2019",jesus guerrero galvan,"heritage auctions, dallas",modern & contemporary art,oil on canvas,29 x 23-1/2 inches (73.7 x 59.7 cm),50000.0,42500.0
1658,"60,000 - 80,000 usd","87,500 usd","may 23, 2019",ana mercedes hoyos,christie's new york,latin american art,oil on canvas,23 5/8 x 23 5/8 in. (60 x 60 cm.) each23 5/8 x...,80000.0,87500.0
1659,"80,000 - 120,000 usd","125,000 usd","may 23, 2019",guillermo kuitca,christie's new york,latin american art,acrylic on canvas,49 ¼ x 78 in. (125 x 198.1 cm.),120000.0,125000.0
1660,"70,000 - 90,000 usd","81,250 usd","may 23, 2019",roberto montenegro,christie's new york,latin american art,oil on canvas,36 1/8 x 30 in. (91.8 x 76.2 cm.),90000.0,81250.0
1661,"80,000 - 120,000 usd","212,500 usd","may 23, 2019",carlos merida,christie's new york,latin american art,"gold leaf, tempera and",44 x 30 ½ in. (111.8 x 77.5 cm.),120000.0,212500.0
1662,"30,000 - 40,000 usd","40,000 usd","may 23, 2019",carlos merida,christie's new york,latin american art,acrylic on handmade paper laid down on masonite,23 x 17 in. (58.4 x 43.1 cm.),40000.0,40000.0
1663,"70,000 - 90,000 usd","81,250 usd","may 23, 2019",carlos merida,christie's new york,latin american art,oil on canvas,31 ½ x 23 ¾ in. (80 x 60 cm.),90000.0,81250.0
1664,"15,000 - 20,000 usd","13,750 usd","may 23, 2019",angel botello,"heritage auctions, dallas",modern & contemporary art,oil on canvas,32-3/4 x 28-3/4 inches (83.2 x 73.0 cm),20000.0,13750.0
1665,"4,000 - 6,000 usd","5,750 usd","may 23, 2019",angel botello,"hindman, chicago",american and european art,oil on board,32 x 20 inches,6000.0,5750.0
1666,"30,000 - 40,000 usd","50,000 usd","may 23, 2019",angel botello,christie's new york,latin american art,oil on panel,48 x 60 in. (121.9 x 152.4 cm.),40000.0,50000.0
1667,"70,000 - 90,000 usd","118,750 usd","may 23, 2019",ricardo martinez de hoyos,christie's new york,latin american art,oil on canvas,49 ½ x 31 ½ in. (125.7 x 80 cm.),90000.0,118750.0
1668,"50,000 - 70,000 usd","50,000 usd","may 23, 2019",roberto montenegro,christie's new york,latin american art,oil on canvas,82 ½ x 82 ½ in. (210 x 210 cm.)94 in x 92 in....,70000.0,50000.0
1669,"30,000 - 40,000 usd","52,500 usd","may 23, 2019",carlos merida,christie's new york,latin american art,acrylic on handmade paper laid down on masonite,21 ½ x 15 ½ in. (54 x 39 cm.),40000.0,52500.0
1670,"3,000 - 5,000 usd","11,250 usd","may 23, 2019",carlos orozco romero,"heritage auctions, dallas",modern & contemporary art,oil on canvas,27-1/4 x 27-1/2 inches (69.2 x 69.9 cm),5000.0,11250.0
1671,"30,000 - 40,000 usd","30,000 usd","may 23, 2019",emiliano di cavalcanti,christie's new york,latin american art,oil on canvas,16 x 13 in. (40.5 x 33 cm.),40000.0,30000.0
1672,"40,000 - 60,000 usd","125,000 usd","may 23, 2019",roberto montenegro,christie's new york,latin american art,oil on canvas,76 ¾ x 19 ½ x 3 200 x 50 x 2 cm4 in.,60000.0,125000.0
1673,"5,000 - 7,000 usd","4,032 usd","may 22, 2019",eduardo kingman,"hindman, chicago",post war and contemporary art,mixed media on board,35 1/4 x 25 1/2 inches,7000.0,4032.0
1674,"5,000 - 7,000 usd","11,875 usd","may 18, 2019",angel botello,gene shapiro auctioneers,international fine & decorative art auction,oil on burlap,60.5 x 54 cm,7000.0,11875.0
1675,"200,000 - 250,000 sek","400,000 sek","may 16, 2019 - may 17, 2019",ricardo martinez de hoyos,stockholms auction house,asian art & works of art,oil on canvas,80 x 105 cm,22000.0,35200.0
1676,"50,000 - 60,000 mxn","45,000 mxn*","may 16, 2019",ignacio iturria,"morton auctions, monte athos",latin american art,mixed on canvas,73.5 x 92 cm,3000.0,2250.0
1677,"6,800,000 - 8,000,000 mxn","8,000,000 mxn*","may 16, 2019",jose clemente orozco,"morton auctions, monte athos",latin american art,oil on canvas,52 x 66.5 cm,400000.0,400000.0
1678,"300,000 - 400,000 mxn","340,000 mxn*","may 16, 2019",carlos orozco romero,"morton auctions, monte athos",latin american art,oil on canvas,86 x 136 cm,20000.0,17000.0
1679,"20,000 - 30,000 mxn","30,000 mxn*","may 16, 2019",ignacio iturria,"morton auctions, monte athos",latin american art,acrylic and stencil on cardboard,38 x 49.5 cm,1500.0,1500.0
1680,"50,000 - 70,000 usd","50,000 usd","may 15, 2019",oswaldo guayasamin,sotheby's new york,impressionist & modern art day sale,oil on canvas,35 1/2 by 27 1/2 in,70000.0,50000.0
1681,"150,000 - 250,000 usd","187,500 usd","may 15, 2019",ricardo martinez de hoyos,sotheby's new york,impressionist & modern art day sale,oil on canvas,39 1/2 by 59 1/8 in,250000.0,187500.0
1682,"30,000 - 40,000 usd","52,500 usd","may 15, 2019",oswaldo guayasamin,sotheby's new york,impressionist & modern art day sale,oil on canvas,21 1/4 by 24 in,40000.0,52500.0
1683,"60,000 - 80,000 usd","81,250 usd","may 15, 2019",oswaldo guayasamin,sotheby's new york,impressionist & modern art day sale,oil on canvas,46 by 45 7/8 in,80000.0,81250.0
1684,"40,000 - 60,000 usd","50,000 usd","may 15, 2019",dr. atl,sotheby's new york,impressionist & modern art day sale,oil on board,9 1/2 by 13 1/2 in,60000.0,50000.0
1685,"8,000 - 12,000 usd","6,000 usd*","may 10, 2019",eduardo kingman,weschler's,capital collections auction,oil on canvas,99 x 78.7 cm,12000.0,6000.0
1686,"4,000 - 6,000 usd","6,500 usd","may 05, 2019",angel botello,"john moran auctioneers, inc.",20th century art + design,oil on panel,19.25 x 21.25 x 2.5 in.,6000.0,6500.0
1687,"5,000 - 7,000 usd","24,400 usd","may 05, 2019",angel botello,grogan & company,the spring auction,oil on masonite,36 1/2 x 41 1/2 in,7000.0,24400.0
1688,"5,000 - 7,000 usd","31,250 usd","may 04, 2019",ana mercedes hoyos,rago arts and auction center,post war + contemporary art,oil on canvas,"39"" x 39""",7000.0,31250.0
1689,"7,000 - 10,000 usd","33,750 usd","may 04, 2019",ana mercedes hoyos,rago arts and auction center,post war + contemporary art,oil on canvas (framed),"39"" x 39""",10000.0,33750.0
1690,"8,000 - 12,000 usd","8,125 usd","may 04, 2019",carlos orozco romero,rago arts and auction center,american + european art,oil on canvas,"19 3/4"" x 23 1/2""",12000.0,8125.0
1691,"20,000 - 30,000 usd","25,075 usd","apr 24, 2019",ricardo martinez de hoyos,bonhams los angeles,modern design | art,oil on canvas,17 7/8 x 21 3/4 in (45.4 x 55.2 cm),30000.0,25075.0
1692,300 - 500 usd,350 usd,"apr 13, 2019 - apr 14, 2019",wilson bigaud,neal auction company,spring estates auction,oil on masonite,23 3/4 x 29 3/4 in.,500.0,350.0
1693,600 eur,650 eur*,"apr 10, 2019 - apr 11, 2019",daniel hernandez,subarna auction house,april auction,oil on canvas,"39,5 x 59 cm",582.0,630.5
1694,"5,500 - 7,500 usd","4,375 usd","apr 07, 2019",joaquin clausell,treadway gallery,art+design,oil on canvas,35 x 42 in,7500.0,4375.0
1695,"1,500 - 2,500 usd","1,250 usd","mar 06, 2019",angel botello,doyle new york,fine modern art,tempera on etched and gold leafed paper laid to cardboard,12 3/4 x 15 inches,2500.0,1250.0
1696,"50,000 - 70,000 usd","68,750 usd","feb 28, 2019",guillermo kuitca,christie's new york,post-war to present,acrylic and color pencil on canvas,92 x 75 in. (233.7 x 190.5 cm.),70000.0,68750.0
1697,"2,000 - 4,000 usd","2,000 usd*","feb 17, 2019",jose maria mijares,clars auction gallery,"fine art, jewelry and timepieces, asian art",oil on board,22.5 x 28.5 in,4000.0,2000.0
1698,"20,000 - 25,000 usd","14,000 usd*","jan 10, 2019",guillermo kuitca,castells,modern & contemporary art,oil on canvas,40 x 30 cm,25000.0,14000.0
1699,"3,000 - 5,000 usd","3,250 usd*","dec 08, 2018",guillermo meza,stair galleries,"20th century, modern & contemporary fine art",oil on canvas,48 x 66 in,5000.0,3250.0
1700,"800 - 1,200 usd",800 usd*,"dec 07, 2018",horacio renteria rocha,weschler's,capital collections auction,oil on burlap,23 3/4 x 18 in,1200.0,800.0
1701,"8,000 - 12,000 usd","12,500 usd","nov 16, 2018 - nov 28, 2018",ignacio iturria,christie's online,latin american art,oil on canvas,96.5 x 129.5 cm,12000.0,12500.0
1702,"15,000 - 25,000 usd","17,000 usd*","nov 24, 2018",angel botello,palm beach modern auctions,modern art & design,board,29.5 x 40.75 in,25000.0,17000.0
1703,"40,000 - 60,000 usd","40,000 usd","nov 20, 2018 - nov 21, 2018",angel botello,christie's new york,latin american art,oil on wood,48 x 60 in.(121.9 x 152.4 cm.),60000.0,40000.0
1704,"20,000 - 25,000 usd","11,875 usd","nov 20, 2018 - nov 21, 2018",eduardo kingman,christie's new york,latin american art,oil on canvas,21 3/8 x 27 ¼ in. (79.4 x 69.2 cm.),25000.0,11875.0
1705,"25,000 - 35,000 usd","47,500 usd","nov 20, 2018 - nov 21, 2018",julio larraz,christie's new york,latin american art,oil on canvas,42 1/8 x 62 ¼ in. (107 x 158.1 cm.),35000.0,47500.0
1706,"60,000 - 80,000 usd","106,250 usd","nov 20, 2018 - nov 21, 2018",ana mercedes hoyos,christie's new york,latin american art,oil on canvas,47 ¼ x 47 ¼ in. (120 x 120 cm.),80000.0,106250.0
1707,"50,000 - 70,000 usd","93,750 usd","nov 20, 2018 - nov 21, 2018",ricardo martinez de hoyos,christie's new york,latin american art,oil on canvas,59 ¼ x 39 ½ in. (150.5 x 100.3 cm.),70000.0,93750.0
1708,"15,000 - 20,000 usd","18,750 usd","nov 20, 2018 - nov 21, 2018",roberto montenegro,christie's new york,latin american art,oil on masonite,29 ½ x 31 ½ in. (74.9 x 80 cm.),20000.0,18750.0
1709,"20,000 - 25,000 usd","81,250 usd","nov 20, 2018 - nov 21, 2018",alejandro obregon,christie's new york,latin american art,acrylic on canvas,21 ¼ x 28 7/8 in. (54 x 73.3 cm.),25000.0,81250.0
1710,"15,000 - 20,000 usd","52,500 usd","nov 20, 2018 - nov 21, 2018",ana mercedes hoyos,christie's new york,latin american art,oil on canvas,23 ¾ x 23 ¾ in. (60.3 x 60.3 cm.),20000.0,52500.0
1711,"80,000 - 120,000 usd","93,750 usd","nov 20, 2018 - nov 21, 2018",guillermo kuitca,christie's new york,latin american art,acrylic on canvas,48 ¾ x 70 ½ in. (123.8 x 179.1 cm.),120000.0,93750.0
1712,"70,000 - 90,000 usd","187,500 usd","nov 20, 2018 - nov 21, 2018",julio larraz,christie's new york,latin american art,oil on canvas,50 5/8 x 81 7/8 in. (128.3 x 207.8 cm.),90000.0,187500.0
1713,"10,000 - 15,000 usd","6,000 usd","nov 20, 2018 - nov 21, 2018",jesus guerrero galvan,christie's new york,latin american art,oil on canvas,26 x 30½ in. (66 x 77.5 cm.),15000.0,6000.0
1714,"40,000 - 60,000 usd","40,000 usd","nov 20, 2018 - nov 21, 2018",carlos merida,christie's new york,latin american art,acrylic and silver paint on illustration board,19 5/8 x 14 ½ in. (49.9 x 36.8 cm.),60000.0,40000.0
1715,"550,000 - 700,000 mxn","530,000 mxn*","nov 15, 2018",jesus guerrero galvan,"morton auctions, monte athos",latin american art auction,oil on canvas,80 x 100 cm,35000.0,26500.0
1716,"200,000 - 300,000 mxn","180,000 mxn*","nov 15, 2018",carlos orozco romero,"morton auctions, monte athos",latin american art auction,oil on canvas,50 x 60 cm,15000.0,9000.0
1717,"320,000 - 400,000 mxn","300,000 mxn*","nov 15, 2018",guillermo meza,"morton auctions, monte athos",latin american art auction,oil on canvas,90 x 200 cm,20000.0,15000.0
1718,"1,000,000 - 1,500,000 mxn","2,000,000 mxn*","nov 15, 2018",dr. atl,"morton auctions, monte athos",latin american art auction,pastel on masonite,56 x 43.5 cm,75000.0,100000.0
1719,"360,000 - 500,000 mxn","320,000 mxn*","nov 15, 2018",carlos orozco romero,"morton auctions, monte athos",latin american art auction,oil on canvas,100 x 80 cm,25000.0,16000.0
1720,"550,000 - 700,000 mxn","500,000 mxn*","nov 15, 2018",jesus guerrero galvan,"morton auctions, monte athos",latin american art auction,oil on canvas,78 x 98.5 cm,35000.0,25000.0
1721,"1,200,000 - 2,000,000 mxn","1,300,000 mxn*","nov 15, 2018",joaquin clausell,"morton auctions, monte athos",latin american art auction,oil on canvas,60 x 80 cm,100000.0,65000.0
1722,"70,000 - 90,000 mxn","60,000 mxn*","nov 15, 2018",federico cantu,"morton auctions, monte athos",latin american art auction,oil on linen,28 x 44 cm,4500.0,3000.0
1723,"440,000 - 500,000 mxn","420,000 mxn*","nov 15, 2018",gunther gerzso,"morton auctions, monte athos",latin american art auction,acrylic on panel,41 x 61 cm,25000.0,21000.0
1724,"200,000 - 300,000 mxn","180,000 mxn*","nov 15, 2018",jesus guerrero galvan,"morton auctions, monte athos",latin american art auction,oil on canvas,50 x 60 cm,15000.0,9000.0
1725,"40,000 - 60,000 usd","60,000 usd","nov 15, 2018",gunther gerzso,sotheby's new york,contemporary art day auction,oil on panel,9 1/2 by 13 1/8 in. 24.1 by 33.3 cm,60000.0,60000.0
1726,"25,000 usd","35,000 usd*","nov 14, 2018",florencio molina campos,roldan auctions,"classical, modern and contemporary painting and sculpture",tempera on cardboard,41 x 52 cm,25000.0,35000.0
1727,"80,000 - 120,000 usd","112,500 usd","nov 14, 2018",julio larraz,phillips new york,20th century & contemporary art day sale afternoon session,oil on canvas,72 x 72 in. (183 x 183 cm.),120000.0,112500.0
1728,"3,000 - 5,000 usd","2,600 usd","nov 13, 2018",eduardo kingman,freeman's,modern & contemporary art,oil on canvas mounted to board,39 1/2 x 20 in,5000.0,2600.0
1729,"70,000 - 90,000 usd","81,250 usd","nov 13, 2018",ricardo martinez de hoyos,sotheby's new york,impressionist & modern art day sale,oil on canvas,11 3/4 by 35 1/2 in.29.8 by 90.2 cm,90000.0,81250.0
1730,"40,000 - 60,000 usd","35,000 usd","nov 13, 2018",amelia pelaez,sotheby's new york,impressionist & modern art day sale,gouache on paper laid down on board,26 1/8 by 19 3/4 in.66.4 by 50.2 cm,60000.0,35000.0
1731,"120,000 - 160,000 usd","131,250 usd","nov 13, 2018",ricardo martinez de hoyos,sotheby's new york,impressionist & modern art day sale,oil on canvas,79 by 43 1/4 in.200.7 by 109.9 cm,160000.0,131250.0
1732,"25,000 - 35,000 usd","25,000 usd","nov 13, 2018",carlos merida,sotheby's new york,impressionist & modern art day sale,oil and pencil on canvas,23 5/8 by 15 7/8 in.60 by 40.3 cm,35000.0,25000.0
1733,"12,000 - 16,000 usd","15,000 usd","nov 13, 2018",jesus guerrero galvan,sotheby's new york,impressionist & modern art day sale,oil on board,28 1/2 by 24 in.72.4 by 61 cm,16000.0,15000.0
1734,"10,000 - 15,000 usd","11,250 usd","nov 10, 2018",angel botello,rago arts and auction center,american & european art,oil on board,22 x 44 in,15000.0,11250.0
1735,"7,000 - 12,000 mxn","7,000 mxn*","nov 08, 2018",benito ramos catalan,"morton auctions, monte athos",antiques auction - includes important section of european landscape and asian art,oil on canvas,53 x 58 cm,600.0,350.0
1736,"8,000 - 12,000 usd","9,375 usd","nov 07, 2018",angel botello,doyle new york,post-war & contemporary art,oil on masonite,20 3/4 x 19 7/8 inches (52.7 x 50.48 cm),12000.0,9375.0
1737,"15,000 - 20,000 usd","20,000 usd","nov 07, 2018",angel botello,doyle new york,post-war & contemporary art,oil on canvas stretched over panel,44 1/2 x 22 3/4 inches (113.03 x 57.78 cm),20000.0,20000.0
1738,"8,000 - 12,000 usd","5,000 usd*","nov 04, 2018",jose maria mijares,butterscotch auction,the november auction,oil on canvas,overall 68 x 100 in,12000.0,5000.0
1739,"2,000 - 3,000 usd","3,000 usd*","nov 04, 2018",jesus guerrero galvan,clarke auction,fine art,oil on canvas,27.75 x 23.75 in,3000.0,3000.0
1740,"6,000 - 9,000 usd","4,200 usd*","oct 18, 2018 - oct 19, 2018",eduardo kingman,charlton hall galleries,important estates & private collections,oil on canvas,31 x 39in,9000.0,4200.0
